"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","9998","41030","11","30000","A","115","B01","2018","Germany","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2018012143","1801","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","30000","International Union for the Conservation of Nature","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","MEMBERSHIP FEE FOR IUCN (INTERNATIONAL UNION FOR THE CONSERVATION OF NATURE)","Membership fee for IUCN (International Union for the Conservation of Nature)","41030","Biodiversity","IV.1. General Environment Protection","Support of the activities of IUCN (International Union for Conservation of Nature)","","0","2","0","","0","","","","2","0","0","0",".014973","Current Prices (USD millions)",".000000",".015000","","8","0.014973"
"5","769","43040","11","50000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018007259","201806009_3603_43040","Viet Nam","Far East Asia","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHEING ETHNIC MINORITY'S VOICE FOR THEIR SUSTAINABLE LIVELIHOOD IMPROVEMENT AND NATURAL RESOURCE MANAGEMENT IN THANH CHUONG DISTRICT","Strengtheing Ethnic minority's voice for their Sustainable Livelihood Improvement and Natural Resource Management in Thanh Chuong district","43040","Rural development","IV.2. Other Multisector","Strengtheing Ethnic minority's voice for their Sustainable Livelihood Improvement and Natural Resource Management in Thanh Chuong district","","1","1","2","","0","","","","0","0","0","0",".398553","Current Prices (USD millions)",".000000",".398600","","1","0.398553"
"5","9998","12250","11","50000","A","115","B01","2018","Germany","City State of Hamburg","2018013556","N/A","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GRANT TO BERNHARD-NOCHT-INSTITUTE FOR TROPICAL MEDICINE","grant to Bernhard-Nocht-Institute for tropical medicine","12250","Infectious disease control","I.2.b. Basic Health","Research, health care and training in tropical medicine and emerging infections","","","","","","0","","","","","","","","6.420159","Current Prices (USD millions)",".000000","6.420200","","8","6.420159"
"5","9998","12250","11","50000","A","115","B01","2018","Germany","Federal Ministry of Health","2018011987","N/A","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD NOCHT INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, health care and training in tropical medicine and emerging infections","","","","","","1","","","","","","","","10.128564","Current Prices (USD millions)",".000000","10.128600","","8","10.128564"
"5","63","13040","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018006248","201874361","Serbia","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING PSYCHO-SOCIAL SUPPORT SERVICES AND LEGAL ADVICE FOR PEOPLE LIVING WITH HIV.","Strengthening psycho-social support services and legal advice for people living with HIV.","13040","STD control including HIV/AIDS","I.3. Population Policies/Programmes & Reproductive Health","The project aims to strengthen the resilience of people living with HIV in Serbia. For this purpose, the access to legal advice and support structures for the target group will be improved and the services improved and expanded.","","0","0","0","","1","","","","0","0","0","0",".177033","Current Prices (USD millions)",".000000",".177000","","1","0.177033"
"5","63","16010","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018004385","201726157","Serbia","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING OF CIVIL SOCIETY THROUGH THE INTEGRATION OF MARGINALIZED PARTS OF SOCIETY AND THE SETTING UP OF SOCIAL STRUCTURES IN SERBIA","Strengthening of civil society through the integration of marginalized parts of society and the setting up of social structures in Serbia","16010","Social Protection","I.6. Other Social Infrastructure & Services","Setting up of self-help groups and establishment of social structuresto strengthen civil society in Serbia. Empowerment of women,home care services and the propagation of the service learningmethod.","","2","0","2","","0","","","","0","0","0","0",".066564","Current Prices (USD millions)",".000000",".066600","","3","0.066564"
"5","55","25010","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018002419","201510270","Tnrkiye","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GERMAN-TURKISH PARTNERSHIP FOR SKILLS DEVELOPMENT","German-Turkish Partnership for Skills Development","25010","Business policy and administration","II.5. Business & Other Services","Syrian refugees and disadvantaged turkish groups have vocational and entrepreneurial skills for the reconstruction of the Syrian economy, and integration into the Turkish labor market.","","0","0","0","2","0","","","","0","0","0","0","3.965538","Current Prices (USD millions)",".000000","3.965500","","3","3.965538"
"5","142","15110","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018005561","201828409","Egypt","North of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUPPORTING DECENTRALIZED ADMINISTRATIVE STRUCTURES, ENVIRONMENTAL PROTECTION AND ECONOMIC DEVELOPMENT IN EGYPT","Supporting Decentralized Administrative Structures, Environmental Protection and Economic Development in Egypt","15110","Public sector policy and administrative management","I.5.a. Government & Civil Society-general","The overall objective to contribute to decentralization and socio-economic development and thus to improve the living conditions of disadvantaged groups in Egypt. The project implements activities in three areas - promoting of administrative reforms, promoting of national environmental strategies and economic empowerment of marginalized groups.","","1","1","2","","0","","","","0","0","0","0","1.286439","Current Prices (USD millions)",".000000","1.286400","","1","1.286439"
"5","225","15150","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018006516","201877174","Angola","South of Sahara","LDCs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROGRAMME DEVELOPMENT FOR RURAL DEVELOPMENT","Programme development for rural development","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","Programme development for rural development","","1","1","2","","0","","","","0","0","0","0",".258468","Current Prices (USD millions)",".000000",".258500","","1","0.258468"
"5","229","12220","11","20000","A","115","B01","2018","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2018005932","201833201","Cameroon","South of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","AMPLIFYING BASIC HEALTH CARE IN NORTHERN CAMEROON","Amplifying basic health care in Northern Cameroon","12220","Basic health care","I.2.b. Basic Health","Amplifying basic health care in Northern Cameroon","","2","0","1","","1","","","","0","0","0","0",".204178","Current Prices (USD millions)",".000000",".204200","","1","0.204178"
