"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","9998","41030","11","30000","A","115","B01","2019","Germany","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019013368","1901","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","30000","International Union for the Conservation of Nature","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","MEMBERSHIP FEE FOR INTERNATIONAL UNION FOR CONSERVATION OF NATURE (IUCN)","Membership fee for International Union for Conservation of Nature (IUCN)","41030","Biodiversity","IV.1. General Environment Protection","Support of the activities of the International Union for Conservation of Nature (IUCN)","","0","2","0","","0","","","","2","0","0","0",".015549","Current Prices (USD millions)",".000000",".015500","","1","0.015549"
"5","769","43040","11","50000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019008693","201906015_3603_43040","Viet Nam","Far East Asia","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","COMMUNITY MANAGEMENT AND EMPOWERMENT FOR ETHNIC MINORITIES OF TAY AND MONG TO IMPROVE THE LIVING CONDITIONS","Community Management and empowerment for ethnic minorities of Tay and Mong to improve the living conditions","43040","Rural development","IV.2. Other Multisector","The goal is to enable german NGOs and their local partners to implement development projects.","","2","0","2","","0","","","","0","0","0","0",".181810","Current Prices (USD millions)",".000000",".181800","","1","0.18181"
"5","9998","12250","11","50000","A","115","B01","2019","Germany","Federal Ministry of Health","2019013310","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD NOCHT INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The BNITM is Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorrhagic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as on the mechanisms of the viral transmission by mosquitoes. For the handling of highly pathogenic viruses and infected insects, the Institute has laboratories of the highest biosafety level (BSL-4) and a BSL-3 insectary. The Institute's health care services include specific laboratory diagnostics of tropical diseases and other rare infections, close cooperation with the German Federal Defence Forces concerning medical care for military deployments in the tropics as well as the consultation of the scientific community, politics and the general public, which essentially contribute to the Institute's national reputation. The Institute has been appointed by the Federal Ministry of Health as the National Reference Center (NRC) for the detection of all tropical pathogens as well as by the WHO (= World Health Organisation) as Collaborating Center for arboviruses and haemorrhagic fever viruses. In collaboration with the Ghanaian Health Ministry and the University of Kumasi the Institute has been operating a modern research and training center in the West-African rain forest for over ten years, which is also available to external research groups. The teaching activities comprise a three months full-time course on all aspects of tropical medicine for physicians as well as a training program for PhD students at the Institute and a number of activities on continuing education in topics related to travel medicine and international health. Numerous scientists of the Institute are involved in student teaching as appointed professors of the University and the University Hospital of Hamburg.","","","","","","1","","","","","","","","9.943518","Current Prices (USD millions)",".000000","9.943500","","8","9.943518"
"5","9998","12250","11","50000","A","115","B01","2019","Germany","City State of Hamburg","2019014929","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD NOCHT INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The Bernhard Nocht Institute for Tropical Medicine (BNITM) is Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorrhagic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as on the mechanisms of the viral transmission by mosquitoes. For the handling of highly pathogenic viruses and infected insects, the Institute has laboratories of the highest biosafety level (BSL-4) and a BSL-3 insectary. The Institute's health care services include specific laboratory diagnostics of tropical diseases and other rare infections, a close cooperation with the German Army concerning medical care for military commitments in the tropics as well as the consultation of the scientific community, politics and the general public, which essentially contribute to the Institute's national reputation. The Institute has been appointed by the Federal Ministry of Health as the National Reference Center (NRC) for the detection of all tropical pathogens as well as by the World Health Organisation (WHO) as Collaborating Center for arboviruses and haemorrhagic fever viruses. In collaboration with the Ghanaian Health Ministry and the University of Kumasi the Institute has been operating a modern research and training center in the West-African rain forest for over ten years, which is also available to external research groups. The teaching activities comprise a three months full-time course on all aspects of tropical medicine for physicians as well as a training program for PhD students at the Institute and a number of activities on continuing education in topics related to travel medicine and international health. Numerous scientists of the Institute are involved in student teaching as appointed professors of the University and the University Hospital of Hamburg.","","","","","","0","","","","","","","","5.971500","Current Prices (USD millions)",".000000","5.971500","","8","5.9715"
"5","86","16010","11","20000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019007150","201932888","Belarus","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ESTABLISHING A RESOURCE CENTRE FOR SOCIAL INCLUSION IN VITEBSK, BELARUS","Establishing a resource centre for social inclusion in Vitebsk, Belarus","16010","Social Protection","I.6. Other Social Infrastructure & Services","Establishing a resource centre for social inclusion in Vitebsk, Belarus","","1","0","2","","0","","","","0","0","0","0",".207097","Current Prices (USD millions)",".000000",".207100","","1","0.207097"
"5","93","12191","11","20000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019007265","201939016","Moldova","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PSYCHO-SOCIAL SUPPORT AND REHABILITATION OF PEOPLE SUFFERING FROM ADDICTIONS IN MOLDOVA","Psycho-social support and rehabilitation of people suffering from addictions in Moldova","12191","Medical services","I.2.a. Health, General","Psycho-social support and rehabilitation of people suffering from addictions in Moldova","","0","0","1","","0","","","","0","0","0","0",".176872","Current Prices (USD millions)",".000000",".176900","","1","0.176872"
"5","85","11230","11","20000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019007308","201939446","Ukraine","Europe","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING THE YOUTH WORK IN THE UKRAINE","Strengthening the youth work in the Ukraine","11230","Basic life skills for adults","I.1.b. Basic Education","Strengthening the youth work in the Ukraine","","1","0","2","","0","","","","0","0","0","0",".559722","Current Prices (USD millions)",".000000",".559700","","1","0.559722"
"5","85","16010","11","20000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019007268","201939040","Ukraine","Europe","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","IMPROVING EMPLOYMENT CAPACITIES AND SOCIAL INCLUSION OF PEOPLE WITH SPECIAL NEEDS IN THE UKRAINE","Improving employment capacities and social inclusion of people with special needs in the Ukraine","16010","Social Protection","I.6. Other Social Infrastructure & Services","Improving employment capacities and social inclusion of people with special needs in the Ukraine","","1","0","1","","0","","","","0","0","0","0",".291056","Current Prices (USD millions)",".000000",".291100","","1","0.291056"
"5","142","31120","11","20000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019007552","201974633","Egypt","North of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SOCIO-ECONOMIC EMPOWERMENT THROUGH SUSTAINABLE DEVELOPMENT OF ECOLOGICAL FARMING, CONTINUATION","Socio-economic Empowerment through Sustainable Development of Ecological Farming, continuation","31120","Agricultural development","III.1.a. Agriculture","The present project contributes to reducing poverty in Dakhla Oasis Egypt through promoting ecological smallholder agriculture.","","1","1","0","0","0","","","","1","0","1","0",".503750","Current Prices (USD millions)",".000000",".503800","","1","0.50375"
"5","248","11330","11","50000","A","115","B01","2019","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019008452","201901131_1792_11330","Kenya","South of Sahara","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GREEN BUSINESSES - CREATING OPPORTUNITY FOR YOUNG PEOPLE AND WOMEN IN RURAL KENYA","Green Businesses - Creating opportunity for young people and women in rural Kenya","11330","Vocational training","I.1.c. Secondary Education","Green Businesses - Creating opportunity for young people and women in rural Kenya","","1","1","0","","0","","","","1","0","1","0","1.259375","Current Prices (USD millions)",".000000","1.259400","","1","1.259375"
