"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","9998","41030","11","30000","A","115","B01","2021","Germany","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2021009945","2101","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","30000","International Union for the Conservation of Nature","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","MEMBERSHIP FEE FOR IUCN","Membership fee for IUCN","41030","Biodiversity","IV.1. General Environment Protection","Support of the activities of IUCN","15;14","0","2","0","","0","","","","2","0","1","1",".016202","Current Prices (USD millions)",".000000",".016200","","1","0.016202"
"5","9998","12250","11","50000","A","115","B01","2021","Germany","City State of Hamburg","2021012261","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD-NOCHT-INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard-Nocht-Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The BNITM ist Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorragic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as the optimization of control measures against tropical infectious diseases in resource-poor countries and the mechanisms of virus transmission by mosquitoes. For the handling of highly pathogenic viruses and infected insects, the Institute has laboratories of the highest biosafety level (BSL-4) and a BSL-3 insectary. The Institute's health care services include specific laboratory diagnostics of tropical diseases and other rare infections, capacity building as well as the consultation of the scientific community, politics and the general public, which essentially contribute to the Institute's national reputation. The Institute has been appointed by the Federal Ministery of Health as the National Reference Center (NRC) for the detection of all tropical pathogens as well as by the WHO as Collaborating Center for arboviruses and haemorrhagic fever viruses. In collaboration with the Ghanaian Health Ministery and the University of Kumasi the Institute has been operating a modern research and training center in the West-African rain forest for over twentyfive years, which is availableto external research groups. The teaching activities comprise a three months full-time course on all aspects of tropical medicine for physicans as well as a training program for PhD students at the Institute and a number of activities on continuing education in topics related to travel medicine and international health. Numerous scientists of the Institute are involved in student teaching as appointed professors of the University and the University Hospital of Hamburg.","3.b;3.3","0","0","","","1","","","","0","0","0","0","7.568350","Current Prices (USD millions)",".000000","7.568400","","8","7.56835"
"5","9998","12250","11","50000","A","115","B01","2021","Germany","Federal Ministry of Health","2021009877","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD-NOCHT INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard-Nocht Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The BNITM is Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorrhagic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as the optimization of control measures against tropical infectious diseases in resource-poor countries and the mechanisms of virus transmission by mosquitoes. For the handling of highly pathogenic viruses and infected insects, the Institute has laboratories of the highest biosafety level (BSL-4) and a BSL-3 insectary. The Institute's health care services include specific laboratory diagnostics of tropical diseases and other rare infections, capacity building as well as the consultation of the scientific community, politics and the general public, which essentially contribute to the Institute's national reputation. The Institute has been appointed by the Federal Ministry of Health as the National Reference Center (NRC) for the detection of all tropical pathogens as well as by the WHO as Collaborating Center for arboviruses and haemorrhagic fever viruses. In collaboration with the Ghanaian Health Ministry and the University of Kumasi the Institute has been operating a modern research and training center in the West-African rain forest for over twentyfive years, which is also available to external research groups. The teaching activities comprise a three months full-time course on all aspects of tropical medicine for physicians as well as a training program for PhD students at the Institute and a number of activities on continuing education in topics related to travel medicine and international health. Numerous scientists of the Institute are involved in student teaching as appointed professors of the University and the University Hospital of Hamburg.","3.b;3.3","0","0","0","","1","","","","0","0","0","0","12.716341","Current Prices (USD millions)",".000000","12.716300","","8","12.716341"
"5","85","16010","11","20000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001830","201826023","Ukraine","Europe","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROMOTION OF SELF-HELP GROUPS AND SETTING UP OF SOCIAL STRUCTURES IN UKRAINE","Promotion of self-help groups and setting up of social structures in Ukraine","16010","Social Protection","I.6. Other Social Infrastructure & Services","Promotion of self-help groups and setting up of social structures in Ukraine","16;10;1","1","1","2","","0","","","","0","0","0","0",".048044","Current Prices (USD millions)",".000000",".048000","","3","0.048044"
"5","218","25010","11","20000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001176","201510163","South Africa","South of Sahara","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","VOCATIONAL TRAINING PARTNERSHIP BETWEEN KREISHANDWERKERSCHAFT STEINFURT-WARENDORF AND UMFOLOZI COLLEGE, RICHARDS BAY, SOUTH AFRICA","Vocational Training Partnership between Kreishandwerkerschaft Steinfurt-Warendorf and uMfolozi College, Richards Bay, South Africa","25010","Business policy and administration","II.5. Business & Other Services","The employment opportunities for graduates of education and training courses of uMfolozi TVET College have increased.","8","0","0","0","","0","","","","0","0","0","0",".035478","Current Prices (USD millions)",".000000",".035500","","3","0.035478"
"5","229","31166","11","50000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021006156","201906015-4125","Cameroon","South of Sahara","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GENDER ORIENTATED IMPROVING OF THE SITUATION OF THE EDUCATION OF SOCIALLY DISADVANTAGED YOUTHS IN VIEW OF REALISTIC LEARNING UNITS IN MPOLONGWE","Gender orientated improving of the situation of the education of socially disadvantaged youths in view of realistic learning units in Mpolongwe","31166","Agricultural extension","III.1.a. Agriculture","Gender orientated improving of the situation of the education of socially disadvantaged youths in view of realistic learning units in the rural contex, Mpolongwe","2;10;1","1","0","0","","0","","","","0","0","0","0",".091435","Current Prices (USD millions)",".000000",".091400","","3","0.091435"
"5","261","25010","11","20000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001517","201710094","Nigeria","South of Sahara","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUPPORT FOR SMALL ENTERPRISES IN THE FIELD OF SAVINGS AND LENDING, AS WELL AS LOCAL COMPANIES IN THE FOOD INDUSTRY IN RURAL AREA IN NIGERIA","Support for small enterprises in the field of savings and lending, as well as local companies in the food industry in rural area in Nigeria","25010","Business policy and administration","II.5. Business & Other Services","Promoting education and training systems in and for the food industry - Increasing local added value for selected products and improving the efficiency of the microfinance (MF) sector in Nigeria by product differentiation and focusing on the needs of SMEs (micro, And medium-sized enterprises) in rural areas, which is passed on to customers through lower lending.","8","0","0","0","","0","","","","0","0","0","0","4.275071","Current Prices (USD millions)",".000000","4.275100","","3","4.275071"
"5","272","11220","11","50000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021006162","201906015-4137","Sierra Leone","South of Sahara","LDCs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGHEN WOMEN EMPOWERMENT AND EDUCATION IN SIERRA LEONE.","Strenghen Women Empowerment and Education in Sierra Leone.","11220","Primary education","I.1.b. Basic Education","The goal is to enable german NGOs and their local partners to implement development projects.","5;4;16;10;1","2","0","2","","0","","","","0","0","0","0",".025613","Current Prices (USD millions)",".000000",".025600","","3","0.025613"
"5","71","24081","11","20000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021003566","202010064","Albania","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING OF FINANCIAL LITERACY IN THE REPUBLIC OF ALBANIA","Strengthening of Financial Literacy in the Republic of Albania","24081","Education/training in banking and financial services","II.4. Banking & Financial Services","Strengthening the socio-economic living conditions of the population and strengthening the financial literacy of ordinary individuals, micro and small businesses and small farmers in selected regions of the Republic of Albania","8;4","0","0","0","","0","","","","0","0","0","0",".118259","Current Prices (USD millions)",".000000",".118300","","3","0.118259"
"5","189","15150","11","20000","A","115","B01","2021","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2021001649","201740943","North of Sahara, regional","North of Sahara","Part I unallocated by income","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","TACKLING THE ROOT CAUSES FOR MIGRATION - DEVELOPING PERSPECITVES","Tackling the root causes for migration - Developing perspecitves","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","The project aims to contribute to reduce the migration pressures in Tunisie and Libya in order to develop positive life perspectives and to promote the dialog between countries of origin, transit and destination.","16","0","0","2","","0","","","","0","0","0","0",".055005","Current Prices (USD millions)",".000000",".055000","","3","0.055005"
