"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","252","43040","11","50000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020007735","202006005-4990","Madagascar","South of Sahara","LDCs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GREEN COASTS FOR WESTERN MADAGASCAR","Green coasts for Western Madagascar","43040","Rural development","IV.2. Other Multisector","Green coasts for Western Madagascar","","0","1","1","","0","","","","0","0","1","0",".461594","Current Prices (USD millions)",".000000",".461600","","1","0.461594"
"5","645","43010","11","50000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020007649","202001121-5444","India","South & Central Asia","LMICs","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SEWOH - BUILDING A CHILD RIGHTS-BASED MODEL OF SUSTAINABLE FOOD SOVEREIGNTY FOR CHILDREN FROM SEASONAL MIGRANT FAMILIES IN INDIA","SEWOH - Building a child rights-based model of sustainable food sovereignty for children from seasonal migrant families in India","43010","Multisector aid","IV.2. Other Multisector","The goal is to enable german NGOs and their local partners to implement development projects.","","1","0","1","","1","","","","0","0","0","0","1.025573","Current Prices (USD millions)",".000000","1.025600","","1","1.025573"
"5","9998","41030","11","30000","A","115","B01","2020","Germany","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2020012983","1604 687013","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","30000","International Union for the Conservation of Nature","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","MEMBERSHIP FEE IUCN - INTERNATION UNION FOR THE CONSERVATION OF NATURE","Membership fee IUCN - Internation Union for the Conservation of Nature","41030","Biodiversity","IV.1. General Environment Protection","Unrestricted membership fee for the IUCN program 2020 for membership of the BMU since 1959.","","0","2","0","","0","","","","2","1","1","1",".525667","Current Prices (USD millions)",".000000",".525700","","8","0.525667"
"5","9998","12250","11","50000","A","115","B01","2020","Germany","Federal Ministry of Health","2020012879","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD-NOCHT-INSTITUT F_R TROPENMEDIZIN (BNITM)","Bernhard-Nocht-Institut fnr Tropenmedizin (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The BNITM is Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorrhagic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as the optimization of control measures against tropical infectious diseases in resource-poor countries and the mechanisms of virus transmission by mosquitoes.For the handling of highly pathogenic viruses and infected insects, the Institute has laboratories of the highest biosafety level (BSL-4) and a BSL-3 insectary. The Institute's health care services include specific laboratory diagnostics of tropical diseases and other rare infections, capacity building as well as the consultation of the scientific community, politics and the general public, which essentially contribute to the Institute's national reputation. The Institute has been appointed by the Federal Ministry of Health as the National Reference Center (NRC) for the detection of all tropical pathogens as well as by the WHO as Collaborating Center for arboviruses and haemorrhagic fever viruses. In collaboration with the Ghanaian Health Ministry and the University of Kumasi the Institute has been operating a modern research and training center in the West-African rain forest for over twenty years, which is also available to external research groups.The teaching activities comprise a three months full-time course on all aspects of tropical medicine for physicians as well as a training program for PhD students at the Institute and a number of activities on continuing education in topics related to travel medicine and international health. Numerous scientists of the Institute are involved in student teaching as appointed professors of the University and the University Hospital of Hamburg.","","","","","","1","","","","","0","","","11.121867","Current Prices (USD millions)",".000000","11.121900","","8","11.121867"
"5","9998","12250","11","50000","A","115","B01","2020","Germany","City State of Hamburg","2020014369","","Bilateral, unspecified","Regional and Unspecified","Part I unallocated by income","50000","University, college or other teaching institution, research institute or think-tank","10","ODA","110","Standard grant","3","B01","Core support to NGOs, other private bodies, PPPs and research institutes","BERNHARD NOCHT INSTITUTE FOR TROPICAL MEDICINE (BNITM)","Bernhard Nocht Institute for Tropical Medicine (BNITM)","12250","Infectious disease control","I.2.b. Basic Health","Research, teaching, training and further education as well as consulting and health care in the fields of infectious and tropical medicine. The Bernhard Nocht Institute for Tropical Medicine (BNITM) is Germany's largest institution for research, treatment and training in the field of tropical diseases and new emerging infections. As a member of the Leibniz-Association and as a research institute of national importance, the Institute is jointly funded by the Federal Government, the Free and Hanseatic City of Hamburg and the other federal states. Research topics include clinical studies, epidemiology and disease control as well as the biology of pathogens, their reservoirs and vectors. The current scientific focus is on malaria, haemorrhagic fever viruses, immunology, epidemiology and clinical studies of tropical infections as well as on the mechanisms of the viral transmission by mosquitoes.","","","","","","0","","","","","0","","","6.444071","Current Prices (USD millions)",".000000","6.444100","","8","6.444071"
"5","71","15180","11","20000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020006471","202074904","Albania","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","HUMAN RIGHTS PROTECTION AND PREVENTION AND COMBATING OF GENDERBASED VIOLENCE, CONTINUATION","Human rights protection and prevention and combating of genderbased violence, continuation","15180","Ending violence against women and girls","I.5.a. Government & Civil Society-general","Human rights protection and prevention and combating of genderbased violence, Tirana / Albania, continuation","","2","0","2","","1","","","","0","0","0","0",".250712","Current Prices (USD millions)",".000000",".250700","","1","0.250712"
"5","66","15160","11","20000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020006099","202032811","North Macedonia","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","IMPROVING THE HUMAN RIGHTS SITUATION OF REFUGEES AND ASYLUM SEEKERS IN NORTH MACEDONIA","Improving the human rights situation of refugees and asylum seekers in North Macedonia","15160","Human rights","I.5.a. Government & Civil Society-general","Improving the human rights situation of refugees and asylum seekers in North Macedonia","","1","0","2","","0","","","","0","0","0","0",".294017","Current Prices (USD millions)",".000000",".294000","","1","0.294017"
"5","63","16010","11","20000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020005709","202026094","Serbia","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING OF CIVIL SOCIETY THROUGH THE INTEGRATION OF MARGINALIZED GROUPS AND THE SETTING UP OF SOCIAL STRUCTURES IN SERBIA","Strengthening of civil society through the integration of marginalized groups and the setting up of social structures in Serbia","16010","Social Protection","I.6. Other Social Infrastructure & Services","The partner organization plans the setting up of a comprehensive system of care for the elderly for a better integration of senior citizens into society as well as the economic and social empowerment of disadvantaged women in rural areas and of jobless youth in the Vojvodina region through vocational qualification and suitable training measures. Employability and integration into the labour market shall thereby be increased.","","2","1","1","","0","","","","1","0","0","0",".699487","Current Prices (USD millions)",".000000",".699500","","1","0.699487"
"5","55","25010","11","20000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020002339","201510270","Tnrkiye","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","GERMAN-TURKISH PARTNERSHIP FOR SKILLS DEVELOPMENT","German-Turkish Partnership for Skills Development","25010","Business policy and administration","II.5. Business & Other Services","Syrian refugees and disadvantaged turkish groups have vocational and entrepreneurial skills for the reconstruction of the Syrian economy, and integration into the Turkish labor market.","","0","0","0","2","0","","","","0","0","0","0","1.139601","Current Prices (USD millions)",".000000","1.139600","","3","1.139601"
"5","55","25010","11","20000","A","115","B01","2020","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2020004526","201910058","Tnrkiye","Europe","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","FINANCIAL INKLUSION FOR REFUGEES AND HOST COMMUNITIES IN TURKEY","Financial inklusion for refugees and host communities in Turkey","25010","Business policy and administration","II.5. Business & Other Services","Improving living conditions and strengthening the financial inclusion of refugees and the economically disadvantaged indigenous people in selected communities of Turkey, who receive refugees, through the promotion of financial education.","","0","0","0","2","0","","","","0","0","0","0","1.431339","Current Prices (USD millions)",".000000","1.431300","","3","1.431339"
